code,name,datetime,open,high,low,close,vol
000001,上证指数,2021-01-13 09:35:00,3613.28,3613.28,3601.7,3613.23,433512512.0
000001,上证指数,2021-01-13 09:40:00,3614.34,3622.14,3614.25,3615.22,298684384.0
000001,上证指数,2021-01-13 09:45:00,3615.16,3615.16,3605.83,3610.34,251358544.0
000001,上证指数,2021-01-13 09:50:00,3610.2,3610.36,3605.04,3609.34,213326784.0
000001,上证指数,2021-01-13 09:55:00,3608.4,3618.83,3607.88,3612.99,194095152.0
000001,上证指数,2021-01-13 10:00:00,3613.03,3618.35,3612.58,3618.32,175891872.0
000001,上证指数,2021-01-13 10:05:00,3618.85,3618.85,3612.8,3613.15,177172624.0
000001,上证指数,2021-01-13 10:10:00,3612.86,3613.21,3600.7,3603.73,172753024.0
000001,上证指数,2021-01-13 10:15:00,3603.6,3606.79,3599.4,3606.79,147126976.0
000001,上证指数,2021-01-13 10:20:00,3606.97,3607.86,3598.9,3598.9,132079424.0
000001,上证指数,2021-01-13 10:25:00,3598.21,3602.25,3589.51,3590.11,143682736.0
000001,上证指数,2021-01-13 10:30:00,3589.63,3596.74,3588.2,3595.2,112571320.0
000001,上证指数,2021-01-13 10:35:00,3594.94,3598.69,3594.53,3598.53,110805288.0
000001,上证指数,2021-01-13 10:40:00,3598.64,3598.64,3593.26,3597.6,98491240.0
000001,上证指数,2021-01-13 10:45:00,3597.29,3605.65,3597.29,3605.27,109611880.0
000001,上证指数,2021-01-13 10:50:00,3605.43,3607.11,3602.08,3603.5,99479688.0
000001,上证指数,2021-01-13 10:55:00,3603.27,3607.07,3599.28,3599.28,92021040.0
000001,上证指数,2021-01-13 11:00:00,3598.82,3599.2,3595.1,3599.2,81203008.0
000001,上证指数,2021-01-13 11:05:00,3599.59,3613.55,3598.54,3613.53,83255600.0
000001,上证指数,2021-01-13 11:10:00,3613.97,3616.41,3611.65,3615.87,77490064.0
000001,上证指数,2021-01-13 11:15:00,3615.5,3616.85,3612.62,3616.38,72429696.0
000001,上证指数,2021-01-13 11:20:00,3616.17,3616.87,3611.32,3613.06,61728008.0
000001,上证指数,2021-01-13 11:25:00,3613.98,3614.69,3603.32,3604.22,98516632.0
000001,上证指数,2021-01-13 11:30:00,3604.25,3605.37,3602.29,3605.33,64014220.0
000001,上证指数,2021-01-13 13:05:00,3605.7,3608.43,3602.39,3602.39,106859368.0
000001,上证指数,2021-01-13 13:10:00,3602.09,3609.96,3602.09,3609.96,80731472.0
000001,上证指数,2021-01-13 13:15:00,3610.34,3615.62,3610.34,3611.95,96396544.0
000001,上证指数,2021-01-13 13:20:00,3612.28,3612.63,3601.74,3601.74,90128352.0
000001,上证指数,2021-01-13 13:25:00,3602.51,3603.0,3598.81,3599.1,88795680.0
000001,上证指数,2021-01-13 13:30:00,3599.27,3599.51,3590.68,3593.52,115168352.0
000001,上证指数,2021-01-13 13:35:00,3593.41,3593.66,3581.43,3584.77,118621120.0
000001,上证指数,2021-01-13 13:40:00,3585.45,3586.99,3581.53,3584.18,92798952.0
000001,上证指数,2021-01-13 13:45:00,3584.03,3591.35,3583.57,3587.06,82903664.0
000001,上证指数,2021-01-13 13:50:00,3586.4,3586.4,3576.31,3576.31,82657248.0
000001,上证指数,2021-01-13 13:55:00,3576.37,3583.9,3575.59,3582.22,74053032.0
000001,上证指数,2021-01-13 14:00:00,3582.1,3588.37,3581.9,3587.71,63856608.0
000001,上证指数,2021-01-13 14:05:00,3587.28,3589.81,3582.32,3589.81,69692592.0
000001,上证指数,2021-01-13 14:10:00,3590.07,3593.95,3589.94,3592.87,62253596.0
000001,上证指数,2021-01-13 14:15:00,3592.94,3599.23,3592.94,3596.73,67389328.0
000001,上证指数,2021-01-13 14:20:00,3595.53,3595.53,3590.91,3591.17,60256064.0
000001,上证指数,2021-01-13 14:25:00,3590.47,3590.74,3587.59,3589.63,68112848.0
000001,上证指数,2021-01-13 14:30:00,3589.69,3593.41,3588.58,3592.64,65110644.0
000001,上证指数,2021-01-13 14:35:00,3593.21,3593.21,3583.72,3583.72,82737208.0
000001,上证指数,2021-01-13 14:40:00,3582.89,3585.45,3579.98,3585.41,89941576.0
000001,上证指数,2021-01-13 14:45:00,3585.66,3587.77,3585.23,3587.62,79025904.0
000001,上证指数,2021-01-13 14:50:00,3587.53,3592.59,3586.33,3592.57,90226328.0
000001,上证指数,2021-01-13 14:55:00,3592.65,3596.25,3592.34,3595.59,105931048.0
000001,上证指数,2021-01-13 15:00:00,3596.17,3598.65,3595.77,3598.65,113584032.0
000001,上证指数,2021-01-14 09:35:00,3584.93,3587.4,3578.69,3585.67,371731264.0
000001,上证指数,2021-01-14 09:40:00,3585.66,3592.33,3580.79,3580.79,275662816.0
000001,上证指数,2021-01-14 09:45:00,3581.6,3581.9,3576.57,3577.62,263272304.0
000001,上证指数,2021-01-14 09:50:00,3577.88,3586.99,3577.88,3582.62,253460528.0
000001,上证指数,2021-01-14 09:55:00,3582.26,3582.26,3578.99,3579.92,255065184.0
000001,上证指数,2021-01-14 10:00:00,3579.43,3589.89,3579.43,3589.54,213688784.0
000001,上证指数,2021-01-14 10:05:00,3589.81,3589.81,3573.31,3573.31,181716880.0
000001,上证指数,2021-01-14 10:10:00,3572.55,3573.48,3567.11,3567.69,172276256.0
000001,上证指数,2021-01-14 10:15:00,3567.4,3575.92,3565.5,3575.92,129917224.0
000001,上证指数,2021-01-14 10:20:00,3575.98,3575.98,3569.07,3572.38,106025912.0
000001,上证指数,2021-01-14 10:25:00,3573.2,3580.05,3573.2,3579.31,99139392.0
000001,上证指数,2021-01-14 10:30:00,3579.94,3582.88,3577.53,3577.53,99369264.0
000001,上证指数,2021-01-14 10:35:00,3577.11,3586.01,3577.11,3585.47,92743568.0
000001,上证指数,2021-01-14 10:40:00,3585.77,3588.72,3582.63,3588.72,85111736.0
000001,上证指数,2021-01-14 10:45:00,3588.37,3594.24,3588.37,3594.13,86378384.0
000001,上证指数,2021-01-14 10:50:00,3594.7,3594.7,3587.26,3587.76,72695944.0
000001,上证指数,2021-01-14 10:55:00,3587.37,3594.65,3585.66,3594.65,71825464.0
000001,上证指数,2021-01-14 11:00:00,3594.9,3598.4,3593.13,3596.49,76939888.0
000001,上证指数,2021-01-14 11:05:00,3596.55,3598.98,3593.72,3594.12,74573384.0
000001,上证指数,2021-01-14 11:10:00,3594.35,3596.06,3588.48,3588.48,85605712.0
000001,上证指数,2021-01-14 11:15:00,3587.94,3589.73,3585.8,3588.16,76719688.0
000001,上证指数,2021-01-14 11:20:00,3587.68,3594.36,3585.93,3593.68,73005760.0
000001,上证指数,2021-01-14 11:25:00,3593.64,3595.82,3590.95,3591.05,65908872.0
000001,上证指数,2021-01-14 11:30:00,3591.08,3591.61,3587.99,3588.28,57726044.0
000001,上证指数,2021-01-14 13:05:00,3588.11,3589.07,3583.33,3583.39,91152024.0
000001,上证指数,2021-01-14 13:10:00,3583.83,3588.33,3583.04,3587.66,71670472.0
000001,上证指数,2021-01-14 13:15:00,3588.18,3588.18,3580.16,3582.85,81638496.0
000001,上证指数,2021-01-14 13:20:00,3583.09,3583.09,3578.84,3582.05,75109144.0
000001,上证指数,2021-01-14 13:25:00,3582.03,3584.65,3579.74,3579.74,65036260.0
000001,上证指数,2021-01-14 13:30:00,3580.44,3580.49,3577.36,3579.55,66876184.0
000001,上证指数,2021-01-14 13:35:00,3579.09,3584.65,3578.38,3582.07,71445352.0
000001,上证指数,2021-01-14 13:40:00,3581.96,3585.65,3581.56,3584.8,60628308.0
000001,上证指数,2021-01-14 13:45:00,3585.18,3585.18,3576.53,3577.21,63648532.0
000001,上证指数,2021-01-14 13:50:00,3576.61,3585.86,3576.28,3585.86,67798608.0
000001,上证指数,2021-01-14 13:55:00,3585.4,3588.93,3585.21,3588.79,60259344.0
000001,上证指数,2021-01-14 14:00:00,3588.86,3591.0,3587.8,3587.8,58137284.0
000001,上证指数,2021-01-14 14:05:00,3587.6,3590.12,3586.3,3586.45,55455228.0
000001,上证指数,2021-01-14 14:10:00,3586.4,3586.4,3581.68,3581.68,60364856.0
000001,上证指数,2021-01-14 14:15:00,3582.15,3584.5,3578.87,3578.87,56970740.0
000001,上证指数,2021-01-14 14:20:00,3578.35,3578.91,3575.0,3575.96,67333624.0
000001,上证指数,2021-01-14 14:25:00,3575.97,3576.74,3569.34,3569.34,65406868.0
000001,上证指数,2021-01-14 14:30:00,3569.38,3569.38,3562.94,3562.94,90428840.0
000001,上证指数,2021-01-14 14:35:00,3562.8,3567.58,3562.09,3566.25,73874776.0
000001,上证指数,2021-01-14 14:40:00,3566.57,3570.9,3566.05,3569.52,66534744.0
000001,上证指数,2021-01-14 14:45:00,3569.47,3569.47,3559.66,3560.15,91425648.0
000001,上证指数,2021-01-14 14:50:00,3560.32,3564.42,3559.6,3560.73,90457344.0
000001,上证指数,2021-01-14 14:55:00,3560.86,3564.69,3560.51,3563.12,112509888.0
000001,上证指数,2021-01-14 15:00:00,3562.67,3566.19,3562.67,3565.9,108526944.0
399001,深证成指,2021-01-13 09:35:00,15491.07,15522.79,15457.309,15515.299,577345536.0
399001,深证成指,2021-01-13 09:40:00,15517.839,15566.169,15517.839,15547.079,380249792.0
399001,深证成指,2021-01-13 09:45:00,15549.489,15550.169,15489.459,15504.449,330297600.0
399001,深证成指,2021-01-13 09:50:00,15504.229,15544.878,15492.008,15544.878,271809600.0
399001,深证成指,2021-01-13 09:55:00,15544.778,15571.288,15523.898,15541.548,248417120.0
399001,深证成指,2021-01-13 10:00:00,15543.368,15578.048,15542.898,15578.048,220932128.0
399001,深证成指,2021-01-13 10:05:00,15578.149,15597.968,15552.808,15552.808,225627952.0
399001,深证成指,2021-01-13 10:10:00,15552.479,15552.479,15481.208,15493.008,221651872.0
399001,深证成指,2021-01-13 10:15:00,15492.428,15512.018,15470.088,15512.018,184042576.0
399001,深证成指,2021-01-13 10:20:00,15513.298,15513.399,15469.238,15469.689,161866656.0
399001,深证成指,2021-01-13 10:25:00,15469.848,15493.578,15411.609,15411.609,171613168.0
399001,深证成指,2021-01-13 10:30:00,15409.348,15439.798,15400.598,15431.088,147360928.0
399001,深证成指,2021-01-13 10:35:00,15431.308,15446.619,15416.708,15442.208,133478104.0
399001,深证成指,2021-01-13 10:40:00,15443.748,15443.748,15406.038,15431.498,121148160.0
399001,深证成指,2021-01-13 10:45:00,15431.768,15456.918,15431.768,15456.918,117848096.0
399001,深证成指,2021-01-13 10:50:00,15457.698,15463.248,15435.568,15444.738,112451208.0
399001,深证成指,2021-01-13 10:55:00,15444.358,15462.337,15419.208,15419.208,110174160.0
399001,深证成指,2021-01-13 11:00:00,15418.498,15422.198,15393.678,15422.128,101669880.0
399001,深证成指,2021-01-13 11:05:00,15423.258,15493.098,15418.268,15492.888,95226384.0
399001,深证成指,2021-01-13 11:10:00,15493.498,15502.188,15487.238,15499.608,87255888.0
399001,深证成指,2021-01-13 11:15:00,15500.488,15517.418,15492.998,15516.088,88600040.0
399001,深证成指,2021-01-13 11:20:00,15516.359,15517.588,15491.768,15497.919,80785528.0
399001,深证成指,2021-01-13 11:25:00,15501.339,15502.409,15438.19,15444.009,107591064.0
399001,深证成指,2021-01-13 11:30:00,15444.719,15446.099,15433.259,15444.139,71761216.0
399001,深证成指,2021-01-13 13:05:00,15444.639,15453.499,15402.2,15402.2,109297624.0
399001,深证成指,2021-01-13 13:10:00,15402.58,15442.09,15402.09,15442.09,89117120.0
399001,深证成指,2021-01-13 13:15:00,15443.151,15453.331,15425.361,15427.02,87783456.0
399001,深证成指,2021-01-13 13:20:00,15425.981,15426.121,15377.18,15377.84,105898272.0
399001,深证成指,2021-01-13 13:25:00,15377.08,15382.37,15357.769,15358.28,110279344.0
399001,深证成指,2021-01-13 13:30:00,15357.009,15357.009,15300.089,15312.659,135106016.0
399001,深证成指,2021-01-13 13:35:00,15313.479,15315.999,15250.369,15265.119,142341520.0
399001,深证成指,2021-01-13 13:40:00,15265.039,15277.449,15252.569,15260.029,117209784.0
399001,深证成指,2021-01-13 13:45:00,15259.629,15319.94,15259.209,15286.65,97402832.0
399001,深证成指,2021-01-13 13:50:00,15285.12,15285.98,15241.5,15241.5,88373936.0
399001,深证成指,2021-01-13 13:55:00,15241.41,15292.04,15240.9,15285.49,86071328.0
399001,深证成指,2021-01-13 14:00:00,15285.98,15311.629,15285.45,15302.849,75576064.0
399001,深证成指,2021-01-13 14:05:00,15301.82,15320.889,15277.32,15320.889,88286776.0
399001,深证成指,2021-01-13 14:10:00,15321.219,15341.48,15321.219,15334.999,76637088.0
399001,深证成指,2021-01-13 14:15:00,15335.219,15379.089,15335.219,15368.669,85631256.0
399001,深证成指,2021-01-13 14:20:00,15367.169,15367.169,15342.659,15342.659,76797008.0
399001,深证成指,2021-01-13 14:25:00,15341.399,15341.399,15317.109,15334.098,79040304.0
399001,深证成指,2021-01-13 14:30:00,15334.838,15347.998,15330.278,15341.128,76724912.0
399001,深证成指,2021-01-13 14:35:00,15339.689,15340.258,15294.619,15294.659,98345896.0
399001,深证成指,2021-01-13 14:40:00,15293.469,15306.769,15279.86,15306.769,111966240.0
399001,深证成指,2021-01-13 14:45:00,15305.91,15316.18,15305.91,15313.389,94884944.0
399001,深证成指,2021-01-13 14:50:00,15312.769,15335.73,15312.4,15335.73,111664776.0
399001,深证成指,2021-01-13 14:55:00,15336.719,15346.809,15334.549,15346.809,138107888.0
399001,深证成指,2021-01-13 15:00:00,15346.82,15365.429,15346.54,15365.429,145207440.0
399001,深证成指,2021-01-14 09:35:00,15283.559,15318.499,15254.039,15315.639,459046304.0
399001,深证成指,2021-01-14 09:40:00,15316.049,15354.119,15284.419,15284.419,309895872.0
399001,深证成指,2021-01-14 09:45:00,15281.529,15281.529,15200.229,15202.879,333619136.0
399001,深证成指,2021-01-14 09:50:00,15205.879,15257.299,15151.049,15151.049,280411296.0
399001,深证成指,2021-01-14 09:55:00,15149.589,15152.779,15098.48,15099.079,272624960.0
399001,深证成指,2021-01-14 10:00:00,15099.649,15156.859,15093.468,15156.739,230171888.0
399001,深证成指,2021-01-14 10:05:00,15157.189,15158.479,15068.348,15068.348,211760368.0
399001,深证成指,2021-01-14 10:10:00,15067.078,15083.038,15033.468,15041.718,210895952.0
399001,深证成指,2021-01-14 10:15:00,15039.878,15148.458,15038.258,15148.458,156140784.0
399001,深证成指,2021-01-14 10:20:00,15148.028,15151.097,15118.887,15151.097,130255376.0
399001,深证成指,2021-01-14 10:25:00,15152.667,15199.847,15152.667,15199.487,133177624.0
399001,深证成指,2021-01-14 10:30:00,15201.247,15224.637,15195.427,15195.607,126116608.0
399001,深证成指,2021-01-14 10:35:00,15195.037,15270.007,15194.107,15266.766,130578464.0
399001,深证成指,2021-01-14 10:40:00,15267.987,15278.596,15249.667,15278.337,113441784.0
399001,深证成指,2021-01-14 10:45:00,15277.467,15305.637,15277.467,15303.478,115651008.0
399001,深证成指,2021-01-14 10:50:00,15302.767,15302.767,15256.948,15257.007,93263912.0
399001,深证成指,2021-01-14 10:55:00,15255.778,15307.608,15252.757,15307.608,85647312.0
399001,深证成指,2021-01-14 11:00:00,15308.467,15327.818,15299.337,15315.637,93932048.0
399001,深证成指,2021-01-14 11:05:00,15315.978,15328.408,15304.417,15304.908,88624280.0
399001,深证成指,2021-01-14 11:10:00,15304.958,15309.729,15267.568,15267.568,92279880.0
399001,深证成指,2021-01-14 11:15:00,15265.507,15279.507,15255.717,15264.157,84204536.0
399001,深证成指,2021-01-14 11:20:00,15265.577,15284.317,15251.577,15281.397,80805840.0
399001,深证成指,2021-01-14 11:25:00,15282.067,15292.617,15265.407,15265.407,79050792.0
399001,深证成指,2021-01-14 11:30:00,15264.677,15264.717,15237.297,15239.608,67317224.0
399001,深证成指,2021-01-14 13:05:00,15239.618,15244.458,15192.318,15193.218,102985840.0
399001,深证成指,2021-01-14 13:10:00,15192.588,15222.258,15190.988,15212.318,75523640.0
399001,深证成指,2021-01-14 13:15:00,15212.528,15212.898,15170.887,15192.618,82512072.0
399001,深证成指,2021-01-14 13:20:00,15195.788,15195.808,15163.578,15180.017,79606528.0
399001,深证成指,2021-01-14 13:25:00,15180.688,15193.507,15163.538,15163.538,75062920.0
399001,深证成指,2021-01-14 13:30:00,15163.968,15163.968,15144.998,15155.298,79250344.0
399001,深证成指,2021-01-14 13:35:00,15156.738,15192.068,15154.938,15170.918,79629464.0
399001,深证成指,2021-01-14 13:40:00,15170.258,15190.229,15169.149,15188.248,66556344.0
399001,深证成指,2021-01-14 13:45:00,15188.838,15188.838,15152.508,15153.158,71096352.0
